ssn,first_name,last_name,gender,street,address,job,profile,client_id,district_id,disp_id,traffice_source,dob,age
307-21-8546,Christine,Willis,F,628 Cheryl Roads Apt. 032,Denver|CO|80224|39.688|-104.9108|990452,Government social research officer,young_adults_female_urban,13694,1,13386,Call Center,2000-01-20,22
624-58-9424,Yolanda,Lee,F,85067 Cunningham Landing,Denver|CO|80216|39.7835|-104.9669|990452,Commercial art gallery manager,young_adults_female_urban,3348,38,3348,Call Center,2002-02-14,20
793-44-9125,Kelly,Walsh,F,47978 Haynes Trail,Durango|CO|81303|37.1156|-107.8909|36051,Pharmacologist,young_adults_female_urban,5138,45,5138,Call Center,1998-08-05,24
055-25-9907,Linda,Wolf,F,314 Franklin Alley,Denver|CO|80235|39.6472|-105.0795|990452,Student,young_adults_female_urban,4808,23,4808,Call Center,2005-11-24,16
607-65-4180,Rachel,Jimenez,F,01401 Elizabeth Prairie Apt. 842,Englewood|CO|80111|39.6123|-104.8799|99594,Student,young_adults_female_urban,4235,9,4235,Call Center,1999-11-15,22
078-01-4861,Robyn,Morris,F,865 Rebecca Mountain,Colorado Springs|CO|80930|38.8289|-104.5269|525713,Student,young_adults_female_urban,1310,41,1310,Call Center,2001-09-24,20
862-11-0491,Samantha,Neal,F,360 Parker Flats Suite 855,Colorado Springs|CO|80920|38.9497|-104.767|525713,Industrial buyer,young_adults_female_urban,1736,41,1736,Call Center,2003-04-17,19
055-05-7483,Janet,Cross,F,0910 Jenna Lake,Greeley|CO|80634|40.4109|-104.7541|101464,Actor,young_adults_female_urban,138,54,138,Call Center,1996-10-21,25
649-70-7394,Stacie,Dennis,F,2645 Joseph Mountain,Denver|CO|80260|39.8672|-105.0041|990452,Student,young_adults_female_urban,3230,1,3230,Call Center,2006-06-06,16
590-74-7315,Nancy,Randall,F,4318 George Fields Apt. 451,Denver|CO|80237|39.6431|-104.8987|990452,Student,young_adults_female_urban,2592,1,2592,Call Center,2004-08-31,18
441-32-4542,Michelle,Gutierrez,F,2765 Jenkins Hill,Denver|CO|80206|39.7331|-104.9524|990452,Student,young_adults_female_urban,13089,16,12781,Call Center,2003-02-14,19
174-89-3492,Bonnie,Garcia,F,0318 Carr Trail,Castle Rock|CO|80109|39.3643|-104.9014|67419,Student,young_adults_female_urban,1691,21,1691,Call Center,2002-02-08,20
322-18-2229,Christian,Watson,M,0703 Lawson Locks Apt. 949,Greeley|CO|80634|40.4109|-104.7541|101464,IT sales professional,adults_2550_male_urban,4069,68,4069,Third Party Advertisement,1983-03-07,39
351-90-9273,Robert,Phillips,M,193 Harvey Street Apt. 789,Greeley|CO|80634|40.4109|-104.7541|101464,Environmental consultant,adults_2550_male_urban,2363,43,2363,Third Party Advertisement,1971-06-18,51
011-65-3376,Spencer,Turner,M,90520 Sheila Ridge,Denver|CO|80216|39.7835|-104.9669|990452,Television/film/video producer,adults_2550_male_urban,3310,23,3310,Third Party Advertisement,1978-02-13,44
031-39-7373,Carlos,Becker,M,76138 Owens Burg Suite 112,Parker|CO|80138|39.5102|-104.7216|84861,Environmental education officer,adults_2550_male_urban,13690,70,13382,Third Party Advertisement,1987-05-16,35
846-39-5075,Mark,Gardner,M,78999 Jeff Run Suite 537,Englewood|CO|80110|39.6463|-105.0092|99594,Agricultural engineer,adults_2550_male_urban,4560,9,4560,Third Party Advertisement,1987-10-20,34
637-10-5285,Justin,Martinez,M,155 Lisa Points,Fountain|CO|80817|38.6996|-104.7005|27311,Publishing rights manager,adults_2550_male_urban,2155,15,2155,Third Party Advertisement,1982-06-10,40
391-68-2404,Mark,Adkins,M,514 Ruben Well,Fort Collins|CO|80525|40.5384|-105.0547|175625,Personal assistant,adults_2550_male_urban,907,51,907,Third Party Advertisement,1972-03-11,50
225-53-9869,Robert,Dunn,M,72720 Sarah Tunnel Apt. 070,Littleton|CO|80123|39.6206|-105.0901|320420,Video editor,adults_2550_male_urban,1913,69,1913,Third Party Advertisement,1992-04-15,30
350-06-7611,Nicholas,Edwards,M,937 Jonathan Estates,Broomfield|CO|80023|39.9619|-105.0148|92337,Science writer,adults_2550_male_urban,1579,27,1579,Third Party Advertisement,1987-10-13,34
298-27-3121,Craig,Pierce,M,5239 Burnett Loaf Apt. 660,Denver|CO|80202|39.7491|-104.9946|990452,"Civil engineer, consulting",adults_2550_male_urban,3448,1,3448,Third Party Advertisement,1978-12-24,43
192-78-9905,Craig,Johnson,M,531 Castro Plaza Apt. 487,Denver|CO|80222|39.671|-104.9279|990452,Consulting civil engineer,adults_2550_male_urban,1833,30,1833,Third Party Advertisement,1990-11-15,31
669-49-0932,Jared,Kaufman,M,11878 Jackson Locks Suite 406,Denver|CO|80249|39.7783|-104.7556|990452,Race relations officer,adults_2550_male_urban,2715,7,2715,Third Party Advertisement,1981-07-04,41
216-98-6371,Daniel,Nelson,M,9780 Carlson Corners,Durango|CO|81301|37.2874|-107.8617|36051,Orthoptist,adults_2550_male_urban,2045,28,2045,Third Party Advertisement,1980-08-22,42
278-55-8421,Rodney,Ramirez,M,920 Bruce Throughway,Aurora|CO|80014|39.6662|-104.835|389246,"Radiographer, diagnostic",adults_2550_male_urban,5132,51,5132,Third Party Advertisement,1991-10-21,30
763-31-3502,Scott,Dawson,M,7288 Moore Center Suite 733,Denver|CO|80228|39.6888|-105.156|990452,Sub,adults_2550_male_urban,4007,23,4007,Third Party Advertisement,1972-11-07,49
215-09-8761,John,Williams,M,068 Henry Overpass Apt. 792,Canon City|CO|81212|38.4451|-105.2178|29742,Energy engineer,adults_2550_male_urban,5526,27,5526,Third Party Advertisement,1971-03-19,51
664-21-8697,Adam,Ochoa,M,72425 Randall Spring Suite 119,Littleton|CO|80123|39.6206|-105.0901|320420,Video editor,adults_2550_male_urban,3026,22,3026,Third Party Advertisement,1971-03-25,51
304-90-7320,William,Bell,M,0498 Joshua Curve,Parker|CO|80138|39.5102|-104.7216|84861,Podiatrist,adults_2550_male_urban,1333,48,1333,Third Party Advertisement,1973-04-20,49
277-48-7931,Juan,Floyd,M,9291 Cook Run,Denver|CO|80209|39.7074|-104.9686|990452,"Sound technician, broadcasting/film/video",adults_2550_male_urban,1040,1,1040,Third Party Advertisement,1984-06-17,38
810-72-4226,Steven,Mccall,M,2166 Douglas Square Suite 059,Aurora|CO|80010|39.7368|-104.8646|389246,Materials engineer,adults_2550_male_urban,1059,26,1059,Third Party Advertisement,1984-06-03,38
142-94-2758,Brian,Morgan,M,89893 Eric Village,Parker|CO|80134|39.4895|-104.8447|84861,"Teacher, early years/pre",adults_2550_male_urban,192,70,192,Third Party Advertisement,1995-02-28,27
224-95-4298,Benjamin,Henson,M,7755 Elizabeth Plain,Parker|CO|80134|39.4895|-104.8447|84861,Hydrogeologist,adults_2550_male_urban,3425,70,3425,Third Party Advertisement,1994-05-07,28
343-84-1336,James,Chung,M,259 Angela Fall Suite 723,Colorado Springs|CO|80902|38.7536|-104.8063|525713,"Investment banker, corporate",adults_50up_male_urban,9914,36,9606,Third Party Advertisement,1966-12-08,55
540-31-0884,Chase,Walker,M,90713 Tapia Motorway,Denver|CO|80233|39.9015|-104.9407|990452,Ophthalmologist,adults_50up_male_urban,707,1,707,Third Party Advertisement,1965-12-14,56
771-60-7818,Kyle,Strickland,M,5910 Haynes Gateway,Denver|CO|80224|39.688|-104.9108|990452,Translator,adults_50up_male_urban,2911,45,2911,Third Party Advertisement,1956-09-25,65
564-63-4488,Gary,Drake,M,030 Franklin Hill,Littleton|CO|80127|39.592|-105.1328|320420,Stage manager,adults_50up_male_urban,3079,67,3079,Third Party Advertisement,1967-05-19,55
250-15-3168,Tyler,Watkins,M,57601 Paul Spring Apt. 748,Denver|CO|80236|39.6535|-105.0376|990452,Financial planner,adults_50up_male_urban,4543,1,4543,Third Party Advertisement,1965-12-01,56
281-64-3168,Austin,Burch,M,4702 Fuentes Extensions,Greeley|CO|80634|40.4109|-104.7541|101464,Web designer,adults_50up_male_urban,3944,8,3944,Third Party Advertisement,1960-01-01,62
211-68-5971,Robert,Mclaughlin,M,75935 Parsons Turnpike Apt. 282,Parker|CO|80138|39.5102|-104.7216|84861,Public relations officer,adults_50up_male_urban,2529,70,2529,Third Party Advertisement,1963-06-22,59
109-32-0905,William,Macias,M,28523 Anderson Mission,Denver|CO|80223|39.7002|-105.0028|990452,Sub,adults_50up_male_urban,1049,1,1049,Third Party Advertisement,1966-11-11,55
459-98-6367,Michael,Wagner,M,339 Payne Hills Suite 568,Denver|CO|80233|39.9015|-104.9407|990452,Television production assistant,adults_50up_male_urban,778,13,778,Third Party Advertisement,1964-06-04,58
507-16-1009,Dustin,Smith,M,95400 Richard Trafficway,Littleton|CO|80130|39.5414|-104.9218|320420,"Conservation officer, historic buildings",adults_50up_male_urban,1480,69,1480,Third Party Advertisement,1967-05-28,55
475-39-3537,Kevin,Ingram,M,4957 Evan Summit Apt. 478,Colorado Springs|CO|80926|38.6981|-104.8505|525713,Retail merchandiser,adults_50up_male_urban,231,41,231,Third Party Advertisement,1965-02-18,57
143-65-6229,Reginald,Evans,M,56254 Kimberly Lake Apt. 605,Loveland|CO|80538|40.4262|-105.09|82751,"Sound technician, broadcasting/film/video",adults_50up_male_urban,2910,76,2910,Third Party Advertisement,1960-09-28,61
460-85-3883,Matthew,Hardy,M,481 Vincent Harbors Apt. 946,Greeley|CO|80631|40.385|-104.6806|101464,Ergonomist,adults_50up_male_urban,1946,72,1946,Third Party Advertisement,1959-07-19,63
469-19-9341,Daniel,Molina,M,49450 Alexis Parks,Denver|CO|80249|39.7783|-104.7556|990452,"Restaurant manager, fast food",adults_50up_male_urban,9641,64,9333,Third Party Advertisement,1969-01-26,53
338-56-9445,Jose,Kramer,M,27679 Michael Estates,Denver|CO|80211|39.7665|-105.0204|990452,Student,young_adults_male_urban,4188,1,4188,Third Party Advertisement,2000-08-17,22
038-46-4737,Justin,Alexander,M,22937 Houston Knolls,Parker|CO|80134|39.4895|-104.8447|84861,Phytotherapist,young_adults_male_urban,3183,70,3183,Third Party Advertisement,2004-02-24,18
066-08-3313,William,Mendoza,M,014 James Station,Englewood|CO|80110|39.6463|-105.0092|99594,Publishing rights manager,young_adults_male_urban,9930,9,9622,Third Party Advertisement,1996-06-23,26
265-19-1772,Kenneth,Warren,M,32818 Todd Key,Denver|CO|80247|39.6971|-104.8819|990452,"Scientist, research (life sciences)",young_adults_male_urban,4157,1,4157,Third Party Advertisement,1996-05-09,26
672-35-4906,Steven,Garcia,M,82892 Marie Lights Apt. 627,Fort Collins|CO|80524|40.5986|-105.0581|175625,"Teacher, primary school",young_adults_male_urban,5433,50,5433,Third Party Advertisement,1999-09-24,22
671-45-3120,Michael,Richards,M,626 Bobby Pass,Denver|CO|80231|39.6793|-104.8843|990452,Forensic scientist,young_adults_male_urban,4265,59,4265,Third Party Advertisement,2002-01-19,20
230-58-3742,Lee,White,M,47261 Murphy Keys,Colorado Springs|CO|80929|38.7968|-104.6079|525713,"Accountant, chartered certified",young_adults_male_urban,2329,18,2329,Third Party Advertisement,1997-01-02,25
594-33-2279,Christopher,Bryant,M,882 Tracie Station,Aurora|CO|80010|39.7368|-104.8646|389246,Student,young_adults_male_urban,5013,1,5013,Third Party Advertisement,2004-09-15,18
119-83-0662,Terry,Villegas,M,90851 Butler Courts,Colorado Springs|CO|80930|38.8289|-104.5269|525713,Student,young_adults_male_urban,504,36,504,Third Party Advertisement,2003-08-01,19
755-83-5163,William,Johnson,M,5300 Lynch Brooks Suite 396,Fort Collins|CO|80521|40.5813|-105.1039|175625,Community arts worker,young_adults_male_urban,3535,37,3535,Third Party Advertisement,1997-05-12,25
041-55-8589,Douglas,Jones,M,81199 Henderson Ranch Suite 552,Loveland|CO|80538|40.4262|-105.09|82751,Student,young_adults_male_urban,967,76,967,Third Party Advertisement,2003-06-20,19
449-48-5446,Scott,Mayo,M,68737 Amber Forks,Colorado Springs|CO|80925|38.7378|-104.6459|525713,Student,young_adults_male_urban,519,18,519,Third Party Advertisement,2004-04-13,18
333-39-6012,Lee,Adams,M,019 Matthews Unions,Durango|CO|81301|37.2874|-107.8617|36051,Student,young_adults_male_urban,4740,28,4740,Third Party Advertisement,2001-06-12,21
879-08-4808,Paul,Snyder,M,79246 Moore Island Apt. 545,Denver|CO|80236|39.6535|-105.0376|990452,"Engineer, broadcasting (operations)",young_adults_male_urban,2662,1,2662,Third Party Advertisement,2002-08-29,20
553-56-6641,Zachary,Thomas,M,0117 Julia Trafficway Suite 261,Parker|CO|80138|39.5102|-104.7216|84861,Student,young_adults_male_urban,4568,70,4568,Third Party Advertisement,2006-04-26,16
104-10-6533,Wesley,Turner,M,946 Robert Locks,Fort Collins|CO|80521|40.5813|-105.1039|175625,Student,young_adults_male_urban,2265,52,2265,Third Party Advertisement,2001-09-18,21
716-70-1796,Miguel,Thomas,M,350 Lewis Station Apt. 920,Colorado Springs|CO|80919|38.9268|-104.8464|525713,"Engineer, automotive",young_adults_male_urban,7325,24,7325,Third Party Advertisement,1999-01-24,23
891-70-5758,Joshua,Wagner,M,0418 William Bypass Suite 873,Englewood|CO|80112|39.5805|-104.9011|99594,Student,young_adults_male_urban,4094,2,4094,Third Party Advertisement,2003-12-19,18
195-03-8283,Jonathan,Kennedy,M,0967 White Pass Suite 338,Denver|CO|80203|39.7313|-104.9811|990452,Herpetologist,young_adults_male_urban,1947,23,1947,Third Party Advertisement,2005-02-08,17
385-43-4459,Joseph,Holland,M,9636 Shannon Views Apt. 320,Denver|CO|80222|39.671|-104.9279|990452,Student,young_adults_male_urban,4171,1,4171,Third Party Advertisement,2004-05-18,18
549-74-2771,Bruce,Mcpherson,M,400 Turner Ferry Apt. 859,Denver|CO|80210|39.679|-104.9631|990452,Student,young_adults_male_urban,2609,1,2609,Third Party Advertisement,2001-05-09,21
750-46-8829,Christopher,Flores,M,636 Kevin Groves,Denver|CO|80227|39.6667|-105.0854|990452,Student,young_adults_male_urban,4533,64,4533,Third Party Advertisement,2004-01-29,18
658-17-5541,James,Griffith,M,013 Daniel Spring,Colorado Springs|CO|80922|38.905|-104.6982|525713,Student,young_adults_male_urban,4976,36,4976,Third Party Advertisement,2005-01-18,17
893-46-7047,Cameron,Madden,M,44184 Jones Mount Apt. 565,Denver|CO|80236|39.6535|-105.0376|990452,Student,young_adults_male_urban,471,44,471,Third Party Advertisement,2001-01-11,21
181-92-0063,Bradley,Moreno,M,331 Norton Cliff Suite 060,Canon City|CO|81212|38.4451|-105.2178|29742,Student,young_adults_male_urban,2324,27,2324,Third Party Advertisement,2002-07-16,20
765-86-3879,Frank,Boyer,M,55482 Scott Dale Apt. 901,Colorado Springs|CO|80921|39.0487|-104.814|525713,Student,young_adults_male_urban,451,12,451,Third Party Advertisement,2003-04-14,19
225-44-0590,Ronald,Mcmillan,M,657 Austin Island Apt. 938,Denver|CO|80204|39.734|-105.0259|990452,Quarry manager,young_adults_male_urban,5563,1,5563,Third Party Advertisement,2000-01-01,22
873-37-6816,Timothy,Curtis,M,20635 Clifford Plaza,Englewood|CO|80111|39.6123|-104.8799|99594,"Investment banker, corporate",young_adults_male_urban,4081,9,4081,Third Party Advertisement,2002-06-03,20
667-12-2937,Kyle,Barton,M,409 Danny Well Apt. 801,Parker|CO|80138|39.5102|-104.7216|84861,Student,young_adults_male_urban,2958,48,2958,Third Party Advertisement,1999-05-07,23
852-52-3334,James,Douglas,M,147 Collier Track,Longmont|CO|80503|40.1559|-105.1624|117461,Counsellor,young_adults_male_urban,3427,42,3427,Third Party Advertisement,2004-06-16,18
652-96-3552,Ryan,Mcclure,M,424 Macdonald Ways,Pueblo|CO|81005|38.2352|-104.66|151815,Student,young_adults_male_urban,4201,3,4201,Third Party Advertisement,2001-07-19,21
086-67-1146,Reginald,Chambers,M,10789 James Rapid,Lafayette|CO|80026|39.998|-105.0963|26378,"Engineer, electronics",young_adults_male_urban,1168,19,1168,Third Party Advertisement,2002-05-31,20
827-65-2210,Lucas,Hall,M,2752 Ricardo Union,Aurora|CO|80013|39.6575|-104.7846|389246,Adult guidance worker,young_adults_male_urban,769,40,769,Third Party Advertisement,2001-12-15,20
535-30-0414,Brian,Harris,M,0165 Mckenzie Branch,Arvada|CO|80005|39.8422|-105.1097|122111,Ranger/warden,young_adults_male_urban,2146,65,2146,Third Party Advertisement,1997-01-04,25
105-78-2288,Jon,Scott,M,84714 Young Courts Apt. 212,Denver|CO|80211|39.7665|-105.0204|990452,"Lecturer, further education",young_adults_male_urban,2496,1,2496,Third Party Advertisement,1996-07-07,26
839-36-0100,Perry,Mathis,M,298 Jackson Village,Denver|CO|80227|39.6667|-105.0854|990452,Student,young_adults_male_urban,10282,1,9974,Third Party Advertisement,2003-06-19,19
156-36-3709,Christopher,Dunn,M,7936 Mark Place,Arvada|CO|80004|39.8141|-105.1177|122111,Student,young_adults_male_urban,906,65,906,Third Party Advertisement,2002-06-16,20
016-28-4821,Jessica,Williams,F,6250 Maureen Drives Apt. 453,Englewood|CO|80111|39.6123|-104.8799|99594,Broadcast journalist,adults_2550_female_urban,10479,2,10171,Third Party Advertisement,1979-10-20,42
553-04-4752,Erica,Brown,F,5064 Bradshaw View Suite 216,Aurora|CO|80045|39.7467|-104.8384|389246,"Journalist, magazine",adults_2550_female_urban,4405,47,4405,Third Party Advertisement,1983-04-17,39
816-75-1053,Kimberly,Romero,F,36349 Christina Brook,Fort Collins|CO|80528|40.4961|-105.0002|175625,"Secretary, company",adults_2550_female_urban,256,73,256,Third Party Advertisement,1987-02-27,35
079-74-2869,Michele,Larson,F,7011 Stephanie Port,Aurora|CO|80011|39.7378|-104.8152|389246,Event organiser,adults_2550_female_urban,5366,60,5366,Third Party Advertisement,1995-09-20,27
152-35-2289,Diana,Perez,F,12137 Anita Estates Apt. 639,Parker|CO|80138|39.5102|-104.7216|84861,Nature conservation officer,adults_2550_female_urban,1589,48,1589,Third Party Advertisement,1975-11-27,46
707-47-1922,Katie,Schroeder,F,532 Harris Village Apt. 582,Englewood|CO|80111|39.6123|-104.8799|99594,Lexicographer,adults_2550_female_urban,5461,9,5461,Third Party Advertisement,1992-09-20,30
005-96-3405,Julie,Best,F,3743 Robinson Port Apt. 279,Littleton|CO|80126|39.5437|-104.9691|320420,Commercial art gallery manager,adults_2550_female_urban,12577,62,12269,Third Party Advertisement,1974-05-05,48
892-80-2447,Tonya,Friedman,F,642 Sophia Wall Suite 083,Arvada|CO|80004|39.8141|-105.1177|122111,Minerals surveyor,adults_2550_female_urban,1929,65,1929,Third Party Advertisement,1979-08-15,43
699-62-5048,Deborah,Perez,F,855 Hester Mountains,Denver|CO|80260|39.8672|-105.0041|990452,Orthoptist,adults_2550_female_urban,3124,5,3124,Third Party Advertisement,1982-01-02,40
233-66-3171,Marisa,Martin,F,88493 William Parks Suite 034,Greeley|CO|80631|40.385|-104.6806|101464,Occupational psychologist,adults_2550_female_urban,2508,72,2508,Third Party Advertisement,1989-08-07,33
460-03-9426,Cheryl,Robinson,F,20376 Eric Loop Suite 783,Colorado Springs|CO|80916|38.8076|-104.7403|525713,Financial manager,adults_2550_female_urban,1883,18,1883,Third Party Advertisement,1985-10-27,36
251-84-3128,Victoria,Peterson,F,93138 Mcclain Point,Aurora|CO|80017|39.6948|-104.7881|389246,Investment analyst,adults_2550_female_urban,4083,74,4083,Third Party Advertisement,1992-01-30,30
451-11-8325,Jodi,Griffin,F,4645 Roberts Corner Suite 562,Denver|CO|80246|39.7086|-104.9312|990452,Clinical embryologist,adults_2550_female_urban,1795,38,1795,Third Party Advertisement,1984-02-28,38
544-77-1859,Jennifer,Lin,F,16978 Jessica Plaza Apt. 397,Denver|CO|80237|39.6431|-104.8987|990452,Information systems manager,adults_2550_female_urban,11545,1,11237,Third Party Advertisement,1990-01-22,32
415-55-9279,Amanda,Lambert,F,013 Sandra Motorway,Littleton|CO|80123|39.6206|-105.0901|320420,Geophysical data processor,adults_2550_female_urban,3765,45,3765,Third Party Advertisement,1980-01-24,42
088-76-9961,Kathy,Travis,F,0990 Ricardo Dam Apt. 540,Denver|CO|80241|39.9274|-104.9548|990452,Commercial horticulturist,adults_2550_female_urban,2623,16,2623,Third Party Advertisement,1989-07-16,33
888-83-5237,Stacy,Brown,F,083 Michael Cliff Suite 775,Denver|CO|80228|39.6888|-105.156|990452,Operations geologist,adults_2550_female_urban,861,1,861,Third Party Advertisement,1980-09-13,42
309-38-9437,Patricia,Gilbert,F,152 Reeves Avenue Suite 007,Castle Rock|CO|80104|39.3926|-104.8602|67419,Web designer,adults_2550_female_urban,242,17,242,Third Party Advertisement,1985-08-01,37
293-02-4103,Melinda,Griffin,F,80136 Joshua Creek Apt. 899,Colorado Springs|CO|80915|38.8558|-104.7134|525713,Licensed conveyancer,adults_2550_female_urban,8366,41,8366,Third Party Advertisement,1984-05-21,38
341-50-2018,Jasmine,Fields,F,20568 Nancy View,Lafayette|CO|80026|39.998|-105.0963|26378,Marine scientist,adults_2550_female_urban,2686,19,2686,Third Party Advertisement,1975-03-24,47
420-75-1286,Karen,Hall,F,2071 Wiley Extensions Apt. 567,Parker|CO|80138|39.5102|-104.7216|84861,Customer service manager,adults_50up_female_urban,3167,48,3167,Third Party Advertisement,1967-09-08,55
771-83-8055,Susan,Stark,F,920 Perez Lakes Suite 163,Greeley|CO|80631|40.385|-104.6806|101464,"Solicitor, Scotland",adults_50up_female_urban,5468,68,5468,Third Party Advertisement,1968-05-27,54
625-18-0744,Jennifer,Pierce,F,287 Kelley Crescent Suite 181,Aurora|CO|80011|39.7378|-104.8152|389246,"Scientist, audiological",adults_50up_female_urban,566,47,566,Third Party Advertisement,1970-03-05,52
639-97-5049,Lauren,Cole,F,52104 Sharon Springs,Colorado Springs|CO|80902|38.7536|-104.8063|525713,Sub,adults_50up_female_urban,3713,41,3713,Third Party Advertisement,1968-02-23,54
046-38-4041,Nicole,Flores,F,063 Andres Junctions,Parker|CO|80134|39.4895|-104.8447|84861,"Therapist, drama",adults_50up_female_urban,3885,70,3885,Third Party Advertisement,1964-01-17,58
208-53-4987,Breanna,Jones,F,3231 Kathleen Vista Suite 365,Colorado Springs|CO|80902|38.7536|-104.8063|525713,Chartered management accountant,adults_50up_female_urban,2924,18,2924,Third Party Advertisement,1965-02-06,57
329-72-3340,Bonnie,Cuevas,F,8383 Johnson Garden,Denver|CO|80212|39.7683|-105.0493|990452,Trade union research officer,adults_50up_female_urban,8636,71,8636,Third Party Advertisement,1965-11-12,56
068-09-1779,Patty,Owens,F,809 Day Union,Westminster|CO|80031|39.8753|-105.0345|49261,Leisure centre manager,adults_50up_female_urban,2175,53,2175,Third Party Advertisement,1966-01-03,56
655-92-1113,Stacy,Lynch,F,40709 Hodge Plains,Canon City|CO|81212|38.4451|-105.2178|29742,Retired,adults_50up_female_urban,4343,27,4343,Third Party Advertisement,1953-08-09,69
760-91-4086,Jessica,Estrada,F,02098 Adrian Highway Apt. 048,Allenspark|CO|80510|40.2268|-105.5201|420,Student,young_adults_female_rural,5323,14,5323,Third Party Advertisement,2000-02-17,22
031-10-9024,Kathleen,Ortiz,F,94998 Shelley Port Suite 695,Brighton|CO|80602|39.9636|-104.9072|73471,Data scientist,young_adults_female_urban,2808,8,2808,Third Party Advertisement,1998-03-31,24
424-53-5701,Nancy,Anderson,F,258 Austin Garden,Englewood|CO|80113|39.6405|-104.9614|99594,Student,young_adults_female_urban,3813,2,3813,Third Party Advertisement,2002-08-25,20
234-69-1673,Melissa,Russell,F,736 Murphy Islands,Fort Collins|CO|80524|40.5986|-105.0581|175625,Student,young_adults_female_urban,2126,52,2126,Third Party Advertisement,1999-03-28,23
765-24-0576,Mikayla,Johnson,F,540 Long Mission,Englewood|CO|80110|39.6463|-105.0092|99594,Student,young_adults_female_urban,153,13,153,Third Party Advertisement,2005-02-12,17
084-78-5581,Kristen,White,F,7089 Bowen Spurs,Colorado Springs|CO|80929|38.7968|-104.6079|525713,Educational psychologist,young_adults_female_urban,1418,41,1418,Third Party Advertisement,1998-06-16,24
410-23-6462,Sarah,Turner,F,187 Sara Mountain Apt. 288,Aurora|CO|80018|39.7102|-104.7071|389246,Student,young_adults_female_urban,731,74,731,Third Party Advertisement,2003-01-22,19
793-38-4140,Brittany,Hall,F,44603 Barbara Springs,Aurora|CO|80012|39.6987|-104.8377|389246,Student,young_adults_female_urban,3360,43,3360,Third Party Advertisement,2000-08-31,22
605-50-5428,Miranda,Johnson,F,36458 Gary Lodge Suite 199,Denver|CO|80241|39.9274|-104.9548|990452,Student,young_adults_female_urban,167,38,167,Third Party Advertisement,2002-04-18,20
857-02-9755,Erica,Allen,F,3523 Villanueva Roads,Denver|CO|80202|39.7491|-104.9946|990452,Student,young_adults_female_urban,649,13,649,Third Party Advertisement,2002-05-02,20
357-86-2069,Holly,Washington,F,4490 Becker Stravenue,Englewood|CO|80110|39.6463|-105.0092|99594,Student,young_adults_female_urban,5223,2,5223,Third Party Advertisement,2001-01-11,21
650-90-9622,Chloe,White,F,483 Joe Village,Arvada|CO|80002|39.7945|-105.0984|122111,Associate Professor,young_adults_female_urban,513,8,513,Third Party Advertisement,1998-01-11,24
234-50-9420,Rebecca,Gutierrez,F,31341 Rivera Streets Suite 095,Denver|CO|80221|39.838|-104.9988|990452,Student,young_adults_female_urban,4674,59,4674,Third Party Advertisement,2002-12-27,19
458-83-5219,Erin,Beck,F,115 Linda Neck Suite 016,Denver|CO|80207|39.7584|-104.9177|990452,Student,young_adults_female_urban,4471,64,4471,Third Party Advertisement,1999-06-11,23
232-92-2776,Shirley,Powers,F,50792 William River Apt. 650,Durango|CO|81303|37.1156|-107.8909|36051,Student,young_adults_female_urban,4353,28,4353,Third Party Advertisement,2003-09-19,19
050-13-6676,Denise,Sharp,F,307 Cathy Union,Denver|CO|80211|39.7665|-105.0204|990452,Student,young_adults_female_urban,11409,32,11101,Third Party Advertisement,2004-05-02,18
107-68-7150,Elizabeth,Davis,F,843 Pierce Fort,Arvada|CO|80007|39.8634|-105.1724|122111,"Programme researcher, broadcasting/film/video",young_adults_female_urban,5002,65,5002,Third Party Advertisement,2001-07-17,21
571-33-7715,Jennifer,Kennedy,F,5979 Tina Ways,Denver|CO|80215|39.7435|-105.1009|990452,Student,young_adults_female_urban,996,1,996,Third Party Advertisement,2004-06-26,18
271-98-9820,Deborah,Delacruz,F,91993 Huynh Glen Apt. 652,Westminster|CO|80030|39.8302|-105.037|49261,Archivist,young_adults_female_urban,4588,53,4588,Third Party Advertisement,2000-11-05,21
104-13-2947,Alicia,Johnson,F,351 Walker Circle Suite 621,Littleton|CO|80130|39.5414|-104.9218|320420,Public librarian,young_adults_female_urban,4211,22,4211,Third Party Advertisement,1997-04-17,25
692-45-7023,Danielle,Richardson,F,2981 Escobar Village,Fort Collins|CO|80528|40.4961|-105.0002|175625,Student,young_adults_female_urban,7796,50,7796,Third Party Advertisement,1999-09-27,22
817-98-2448,Kathryn,Mullins,F,4592 Carter Junctions Suite 477,Canon City|CO|81212|38.4451|-105.2178|29742,"Editor, film/video",young_adults_female_urban,5012,27,5012,Third Party Advertisement,1996-09-22,26
707-51-5280,Kristin,Pitts,F,318 Sandra Oval Apt. 930,Pueblo|CO|81003|38.2843|-104.6234|151815,Student,young_adults_female_urban,10095,1,9787,Third Party Advertisement,2000-02-06,22
521-93-0616,Lori,Allen,F,25352 Bruce Locks,Colorado Springs|CO|80918|38.9129|-104.7734|525713,Armed forces operational officer,young_adults_female_urban,4345,18,4345,Third Party Advertisement,1998-09-29,23
039-63-3964,Cynthia,Elliott,F,4366 Wu Circle,Longmont|CO|80503|40.1559|-105.1624|117461,"Accountant, chartered management",young_adults_female_urban,887,66,887,Third Party Advertisement,1997-11-28,24
